Description,Total_Quantity_Sold,Total_Orders,Total_Revenue,Avg_Daily_Demand,Reorder_Point
ASSORTED COLOURS SILK FAN,40994,634,28766.32,1366.4666666666667,9565.266666666666
ASSORTED CREEPY CRAWLIES,7387,225,3059.95,246.23333333333332,1723.6333333333332
ASSORTED DESIGN FLOWER MUGS,7,3,5.949999999999999,0.23333333333333334,1.6333333333333333
ASSORTED DESIGN GEISHA GIRL MUGS,5,1,6.25,0.16666666666666666,1.1666666666666665
ASSORTED EASTER DECORATIONS  BELLS,872,27,980.5600000000001,29.066666666666666,203.46666666666667
ASSORTED EASTER GIFT TAGS,1226,62,1004.66,40.86666666666667,286.06666666666666
ASSORTED FARMYARD ANIMALS IN BUCKET,3824,38,1421.24,127.46666666666667,892.2666666666667
ASSORTED FLORAL SECATEURS,3141,33,1293.75,104.7,732.9
"ASSORTED FLOWER COLOUR ""LEIS""",24665,258,11759.77,822.1666666666666,5755.166666666666
ASSORTED FRAGRANCE BATH CONFETTI,56,6,23.52,1.8666666666666667,13.066666666666666
ASSORTED ICE CREAM FRIDGE MAGNETS,2811,136,1751.91,93.7,655.9
ASSORTED INCENSE PACK,10625,66,1968.45,354.1666666666667,2479.166666666667
ASSORTED LAQUERED INCENSE HOLDERS,6157,35,1081.65,205.23333333333332,1436.6333333333332
ASSORTED MINI MADRAS NOTEBOOK,1718,49,1425.1,57.266666666666666,400.8666666666667
ASSORTED MONKEY SUCTION CUP HOOK,1076,61,415.92,35.86666666666667,251.06666666666666
ASSORTED SANSKRIT MINI NOTEBOOK,1274,45,1537.78,42.46666666666667,297.26666666666665
ASSORTED SANTA CHRISTMAS DECORATION,48,5,40.8,1.6,11.200000000000001
ASSORTED SHAPED STENCIL FOR HENNA,52,1,2.08,1.7333333333333334,12.133333333333333
ASSORTED SHAPES PHOTO CLIP SILVER ,1094,27,512.38,36.46666666666667,255.26666666666668
ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2002,135,1689.2199999999998,66.73333333333333,467.1333333333333
ASSORTED TUTTI FRUTTI BRACELET,2791,101,826.9900000000001,93.03333333333333,651.2333333333333
ASSORTED TUTTI FRUTTI HEART BOX,1006,116,1257.5,33.53333333333333,234.73333333333332
ASSORTED TUTTI FRUTTI KEYRING,249,13,211.64999999999998,8.3,58.10000000000001
ASSORTED TUTTI FRUTTI KEYRING BALL,1541,48,741.1299999999999,51.36666666666667,359.56666666666666
ASSORTED TUTTI FRUTTI LARGE PURSE,788,109,1654.8000000000002,26.266666666666666,183.86666666666667
ASSORTED TUTTI FRUTTI MIRROR,1320,103,1627.2,44.0,308.0
ASSORTED TUTTI FRUTTI NOTEBOOK,982,118,2062.2000000000003,32.733333333333334,229.13333333333333
ASSORTED TUTTI FRUTTI PEN,4217,184,2270.85,140.56666666666666,983.9666666666667
ASSORTED TUTTI FRUTTI PHOTO FRAME,413,23,1120.75,13.766666666666667,96.36666666666667
ASSORTED TUTTI FRUTTI ROUND BOX,939,114,1549.35,31.3,219.1
ASSORTED TUTTI FRUTTI SMALL PURSE,2612,120,3141.88,87.06666666666666,609.4666666666667
ASSORTED WHITE EMBOSSED CHINA MUGS,674,39,1307.4,22.466666666666665,157.26666666666665
ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,475,16,235.19,15.833333333333334,110.83333333333334
ASSTD DESIGN 3D PAPER STICKERS,1731,50,866.53,57.7,403.90000000000003
ASSTD DESIGN BUBBLE GUM RING,22410,385,4622.099999999999,747.0,5229.0
ASSTD DESIGN POP ART SLIM PEN,684,12,581.4,22.8,159.6
ASSTD DESIGN RACING CAR PEN,4273,178,6608.8099999999995,142.43333333333334,997.0333333333333
ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2928,90,915.12,97.6,683.1999999999999
ASSTD HEARTS DESIGN MUGS,318,6,536.1,10.6,74.2
ASSTD MULTICOLOUR CIRCLES MUG,1535,52,759.59,51.166666666666664,358.16666666666663
ASSTD RASTA KEY-CHAINS,36,7,15.120000000000001,1.2,8.4
Adjustment by Peter on Jun 25 2010 ,3,3,731.0500000000001,0.1,0.7000000000000001
Adjustment by john on 26/01/2010 16,18,18,2107.41,0.6,4.2
Adjustment by john on 26/01/2010 17,14,14,1431.1100000000001,0.4666666666666667,3.2666666666666666
BABUSHKA LIGHTS STRING OF 10,1630,335,10229.64,54.333333333333336,380.33333333333337
BABY BOOM RIBBONS ,2074,295,2565.14,69.13333333333334,483.9333333333334
BABY MOUSE RED GINGHAM DRESS,427,123,1785.25,14.233333333333333,99.63333333333333
BAG 125g SWIRLY MARBLES,14289,452,5416.09,476.3,3334.1
BAG 250g SWIRLY MARBLES,16824,464,12750.539999999999,560.8,3925.5999999999995
BAG 500g SWIRLY MARBLES,2401,183,2883.2099999999996,80.03333333333333,560.2333333333333
BAG FOR CHILDREN VINTAGE BLUE ,96,1,408.0,3.2,22.400000000000002
BAG FOR CHILDREN VINTAGE PINK ,96,1,408.0,3.2,22.400000000000002
BAG OF SILVER STONES,141,19,59.22,4.7,32.9
BAKING MOULD CHOCOLATE CUP CAKES,12,2,30.599999999999998,0.4,2.8000000000000003
BAKING MOULD CHOCOLATE CUPCAKES,915,133,2358.89,30.5,213.5
BAKING MOULD CUPCAKE CHOCOLATE,12,1,30.599999999999998,0.4,2.8000000000000003
BAKING MOULD EASTER EGG MILK CHOC,876,91,2272.2000000000003,29.2,204.4
BAKING MOULD EASTER EGG WHITE CHOC,560,69,1527.2,18.666666666666668,130.66666666666669
BAKING MOULD HEART MILK CHOCOLATE,1040,145,2513.12,34.666666666666664,242.66666666666666
BAKING MOULD HEART WHITE CHOCOLATE,792,110,1873.51,26.4,184.79999999999998
BAKING MOULD ROSE MILK CHOCOLATE,673,52,1964.25,22.433333333333334,157.03333333333333
BAKING MOULD ROSE WHITE CHOCOLATE,258,33,766.88,8.6,60.199999999999996
BAKING MOULD TOFFEE CUP  CHOCOLATE,6,1,15.299999999999999,0.2,1.4000000000000001
BAKING MOULD TOFFEE CUP CHOCOLATE,866,63,1935.6000000000001,28.866666666666667,202.06666666666666
BAKING SET 9 PIECE RETROSPOT ,9035,1742,43070.91,301.1666666666667,2108.166666666667
BAKING SET SPACEBOY DESIGN,4165,883,19719.210000000003,138.83333333333334,971.8333333333334
BALLERINA HEART DECORATION.,338,13,468.4,11.266666666666667,78.86666666666667
BALLOON ART MAKE YOUR OWN FLOWERS,1323,129,1636.65,44.1,308.7
BALLOON PUMP WITH 10 BALLOONS,2521,262,4654.13,84.03333333333333,588.2333333333333
BALLOON WATER BOMB PACK OF 35,8296,258,3224.52,276.53333333333336,1935.7333333333336
BALLOONS  WRITING SET ,1632,374,2691.3999999999996,54.4,380.8
BANK ACCOUNT  GREETING  CARD ,1016,70,416.64,33.86666666666667,237.06666666666666
BANQUET BIRTHDAY  CARD  ,3880,261,1592.88,129.33333333333334,905.3333333333334
BAROQUE BUTTERFLY EARRINGS BLACK,2,2,7.5,0.06666666666666667,0.4666666666666667
BAROQUE BUTTERFLY EARRINGS CRYSTAL,2,2,7.5,0.06666666666666667,0.4666666666666667
BAROQUE BUTTERFLY EARRINGS GREEN,2,2,7.5,0.06666666666666667,0.4666666666666667
BAROQUE BUTTERFLY EARRINGS MONTANA,3,3,11.25,0.1,0.7000000000000001
BAROQUE BUTTERFLY EARRINGS PINK,2,2,7.5,0.06666666666666667,0.4666666666666667
BAROQUE BUTTERFLY EARRINGS RED,1,1,3.75,0.03333333333333333,0.23333333333333334
BASKET OF FLOWERS SEWING KIT,1765,112,1442.11,58.833333333333336,411.83333333333337
BASKET OF TOADSTOOLS,2123,162,2576.23,70.76666666666667,495.3666666666667
BASKET/8 SCENTED LOVE TOKEN CANDLES,121,44,453.75,4.033333333333333,28.233333333333334
BATH BUILDING BLOCK WORD,1543,519,9164.78,51.43333333333333,360.0333333333333
BATH DUCK WATERING CAN,832,98,2016.5200000000002,27.733333333333334,194.13333333333333
BATHROOM HOOK,140,21,137.76,4.666666666666667,32.66666666666667
BATHROOM METAL SIGN,12594,927,6683.860000000001,419.8,2938.6
BATHROOM METAL SIGN ,1810,226,2461.2999999999997,60.333333333333336,422.33333333333337
BATHROOM SCALES FOOTPRINTS IN SAND,95,42,324.25,3.1666666666666665,22.166666666666664
BATHROOM SCALES RUBBER DUCKS,84,39,287.8,2.8,19.599999999999998
"BATHROOM SCALES, FAG BREAK",2,2,7.5,0.06666666666666667,0.4666666666666667
"BATHROOM SCALES, TROPICAL BEACH",35,23,131.25,1.1666666666666667,8.166666666666668
BATHROOM SET LOVE HEART DESIGN,583,31,1407.85,19.433333333333334,136.03333333333333
BEACH HUT DESIGN BLACKBOARD,388,47,1025.0,12.933333333333334,90.53333333333333
BEACH HUT KEY CABINET,359,54,786.25,11.966666666666667,83.76666666666667
BEACH HUT MIRROR,344,37,654.54,11.466666666666667,80.26666666666667
BEACH HUT PHOTO FRAME,574,21,583.0999999999999,19.133333333333333,133.93333333333334
BEACH HUT SHELF W 3 DRAWERS,292,52,961.4,9.733333333333333,68.13333333333333
BEADED CHANDELIER T-LIGHT HOLDER,596,34,1298.44,19.866666666666667,139.06666666666666
BEADED CRYSTAL HEART BLUE  LARGE,650,61,707.86,21.666666666666668,151.66666666666669
BEADED CRYSTAL HEART BLUE ON STICK,308,26,207.34,10.266666666666667,71.86666666666667
BEADED CRYSTAL HEART BLUE SMALL,370,48,463.85,12.333333333333334,86.33333333333334
BEADED CRYSTAL HEART GREEN LARGE,875,59,805.05,29.166666666666668,204.16666666666669
BEADED CRYSTAL HEART GREEN ON STICK,330,24,210.18,11.0,77.0
BEADED CRYSTAL HEART GREEN SMALL,210,36,258.08,7.0,49.0
BEADED CRYSTAL HEART PINK LARGE,734,80,824.28,24.466666666666665,171.26666666666665
BEADED CRYSTAL HEART PINK ON STICK,488,24,270.94,16.266666666666666,113.86666666666666
BEADED CRYSTAL HEART PINK SMALL,655,85,850.35,21.833333333333332,152.83333333333331
BEADED CRYSTAL HEART PINK\ON STICK,15,8,18.75,0.5,3.5
BEADED LOVE HEART JEWELLERY SET,2098,75,1667.86,69.93333333333334,489.53333333333336
BEADED PEARL HEART WHITE LARGE,656,74,1079.9999999999998,21.866666666666667,153.06666666666666
BEADED PEARL HEART WHITE ON STICK,1375,77,1060.43,45.833333333333336,320.83333333333337
BEAUTY SPEED EXPRESSO CUPS,462,9,306.9,15.4,107.8
BEECH WOOD P/FRAME,5,2,36.25,0.16666666666666666,1.1666666666666665
BEECH WOOD PHOTO FRAME ,271,6,338.75,9.033333333333333,63.233333333333334
BEIGE PHOTO ALBUM,94,10,201.29999999999998,3.1333333333333333,21.933333333333334
BELL HEART ANTIQUE GOLD,12,1,24.96,0.4,2.8000000000000003
BELL HEART DECORATION,252,9,387.0,8.4,58.800000000000004
BELLE JARDINIERE CUSHION COVER,683,175,2555.73,22.766666666666666,159.36666666666667
BENDY COLOUR PENCILS,4,1,1.68,0.13333333333333333,0.9333333333333333
BERRIES CHUNKY KNITTED THROW ,5,4,84.75,0.16666666666666666,1.1666666666666665
BEST DAD CANDLE LETTERS,216,27,153.35999999999999,7.2,50.4
BEWARE OF THE CAT DOORMAT,2,2,13.5,0.06666666666666667,0.4666666666666667
BEWARE OF THE CAT METAL SIGN ,9080,779,14070.08,302.6666666666667,2118.666666666667
BICYCLE PUNCTURE REPAIR KIT ,1730,103,3336.7200000000003,57.666666666666664,403.66666666666663
BICYCLE SAFTEY WALL ART,458,39,2371.94,15.266666666666667,106.86666666666667
BIG DOUGHNUT FRIDGE MAGNETS,5727,325,4786.83,190.9,1336.3
BIG PINK POODLE,28,4,213.7,0.9333333333333333,6.533333333333333
BIG POLKADOT MUG,78,5,128.33999999999997,2.6,18.2
BILI NUT AND WOOD NECKLACE,48,5,48.0,1.6,11.200000000000001
BINGO SET,3219,626,11877.45,107.3,751.1
BIRD BOX CHRISTMAS TREE DECORATION,207,37,175.95,6.9,48.300000000000004
BIRD DECORATION GREEN  SPOT,574,47,487.9,19.133333333333333,133.93333333333334
BIRD DECORATION GREEN POLKADOT,486,45,413.09999999999997,16.2,113.39999999999999
BIRD DECORATION RED RETROSPOT,1085,73,903.53,36.166666666666664,253.16666666666666
BIRD DECORATION RED SPOT,1139,84,966.5899999999999,37.96666666666667,265.76666666666665
BIRD HOUSE HOT WATER BOTTLE,1866,323,4233.11,62.2,435.40000000000003
BIRD IN TREE MUG ,4643,8,504.55,154.76666666666668,1083.3666666666668
BIRD ON BRANCH CANVAS SCREEN,11,1,21.45,0.36666666666666664,2.5666666666666664
BIRDCAGE DECORATION MAGIC GARDEN,21,3,53.55,0.7,4.8999999999999995
BIRDCAGE DECORATION TEALIGHT HOLDER,929,109,1114.51,30.966666666666665,216.76666666666665
BIRDHOUSE DECORATION MAGIC GARDEN,1605,184,1906.69,53.5,374.5
BIRDHOUSE GARDEN MARKER ,2537,216,3336.85,84.56666666666666,591.9666666666667
BIRDS MOBILE VINTAGE DESIGN,578,169,3390.46,19.266666666666666,134.86666666666667
BIRTHDAY BANNER TAPE,48,3,60.0,1.6,11.200000000000001
BIRTHDAY BANQUET GIFT WRAP,2815,102,1166.3,93.83333333333333,656.8333333333333
"BIRTHDAY CARD, RETRO SPOT",2568,168,1052.64,85.6,599.1999999999999
BIRTHDAY PARTY CORDON BARRIER TAPE,665,96,807.52,22.166666666666668,155.16666666666669
BISCUIT TIN 50'S CHRISTMAS,2048,271,5760.52,68.26666666666667,477.8666666666667
BISCUIT TIN VINTAGE CHRISTMAS,1632,232,4567.38,54.4,380.8
BISCUIT TIN VINTAGE GREEN,573,161,3591.73,19.1,133.70000000000002
BISCUIT TIN VINTAGE LEAF,24,3,64.56,0.8,5.6000000000000005
BISCUIT TIN VINTAGE RED,761,212,4837.55,25.366666666666667,177.56666666666666
"BISCUIT TIN, MINT,IVORY, VINTAGE",1,1,6.75,0.03333333333333333,0.23333333333333334
"BISCUIT TIN, RED,IVORY, VINTAGE",37,7,230.55,1.2333333333333334,8.633333333333333
BISCUITS SMALL BOWL LIGHT BLUE,1262,130,720.9399999999999,42.06666666666667,294.4666666666667
BLACK 3 BEAD DROP EARRINGS,8,2,23.6,0.26666666666666666,1.8666666666666667
BLACK 3 TIER GLASS PLATE STAND,10,6,127.5,0.3333333333333333,2.333333333333333
BLACK AND WHITE CAT BOWL,1573,82,3097.7999999999997,52.43333333333333,367.0333333333333
BLACK AND WHITE DOG BOWL,1377,92,3114.27,45.9,321.3
BLACK AND WHITE PAISLEY FLOWER MUG,25685,18,3019.57,856.1666666666666,5993.166666666666
BLACK ASSORTED DROPLET DECORATION,59,2,22.42,1.9666666666666666,13.766666666666666
BLACK BAROQUE CARRIAGE CLOCK,37,23,348.66999999999996,1.2333333333333334,8.633333333333333
BLACK BAROQUE CUCKOO CLOCK,113,41,1134.75,3.7666666666666666,26.366666666666667
BLACK BAROQUE WALL CLOCK ,68,37,639.6,2.2666666666666666,15.866666666666667
BLACK BIRD GARDEN DESIGN MUG,6149,30,934.87,204.96666666666667,1434.7666666666667
BLACK BOX MIRROR LANTERN,55,10,268.75,1.8333333333333333,12.833333333333332
BLACK CANDELABRA T-LIGHT HOLDER,1173,52,1139.66,39.1,273.7
BLACK CHAMPAGNE GLASS,1811,56,1102.1699999999998,60.36666666666667,422.56666666666666
BLACK CHERRY LIGHTS,231,48,1421.45,7.7,53.9
BLACK CHRISTMAS FLOCK DROPLET ,179,13,144.07,5.966666666666667,41.766666666666666
BLACK CHRISTMAS TREE 120CM,249,38,828.5699999999999,8.3,58.10000000000001
BLACK CHRISTMAS TREE 60CM,919,48,792.85,30.633333333333333,214.43333333333334
BLACK CHUNKY BEAD BRACELET W STRAP,48,26,429.59999999999997,1.6,11.200000000000001
BLACK CRYSTAL DROP EARRINGS,9,4,26.550000000000004,0.3,2.1
BLACK DIAMANTE EXPANDABLE RING,51,19,216.75,1.7,11.9
BLACK DIAMOND CLUSTER EARRINGS,1,1,2.55,0.03333333333333333,0.23333333333333334
BLACK DIAMOND CLUSTER NECKLACE,5,4,44.75,0.16666666666666666,1.1666666666666665
BLACK DINER WALL CLOCK,353,142,2918.05,11.766666666666667,82.36666666666667
BLACK DROP CRYSTAL NECKLACE,13,3,45.35000000000001,0.43333333333333335,3.033333333333333
BLACK DROP EARRINGS W LONG BEADS,2,2,5.9,0.06666666666666667,0.4666666666666667
BLACK EAR MUFF HEADPHONES,174,58,857.6,5.8,40.6
BLACK ENAMEL FLOWER RING,107,18,315.65000000000003,3.566666666666667,24.96666666666667
BLACK ENCHANTED FOREST PLACEMAT,1179,83,1813.35,39.3,275.09999999999997
BLACK FACE LAMB WITH PANTS,98,56,365.34,3.2666666666666666,22.866666666666667
BLACK FEATHER CHRISTMAS DECORATION,310,16,58.900000000000006,10.333333333333334,72.33333333333334
BLACK FINE BEAD NECKLACE W TASSEL,10,7,59.5,0.3333333333333333,2.333333333333333
BLACK FLOCK GOLD CANDLE,49,4,20.580000000000002,1.6333333333333333,11.433333333333334
BLACK FLOWER CANDLE PLATE,294,20,219.66,9.8,68.60000000000001
BLACK GEMSTONE BRACELET,45,20,396.75,1.5,10.5
BLACK GEMSTONE NECKLACE 45CM,15,10,191.25,0.5,3.5
BLACK GLASS BRACELET W HEART CHARMS,6,2,29.700000000000003,0.2,1.4000000000000001
BLACK GLASS TV DOUBLE P/FRAME 15X10,17,5,72.25,0.5666666666666667,3.966666666666667
BLACK GRAND BAROQUE PHOTO FRAME,684,52,1358.4,22.8,159.6
BLACK HEART CARD HOLDER,10255,487,27324.45,341.8333333333333,2392.833333333333
BLACK KITCHEN SCALES,802,305,6619.43,26.733333333333334,187.13333333333333
BLACK LOVE BIRD CANDLE,280,45,290.24,9.333333333333334,65.33333333333334
BLACK LOVE BIRD T-LIGHT HOLDER,311,21,485.36,10.366666666666667,72.56666666666666
BLACK MEDIUM GLASS CAKE STAND,38,19,115.86,1.2666666666666666,8.866666666666667
BLACK METAL BAROQUE PHOTO FRAME,501,31,798.75,16.7,116.89999999999999
BLACK MINI TAPE MEASURE ,824,63,588.0,27.466666666666665,192.26666666666665
BLACK NEW BAROQUE FLOCK BOX,7,4,41.65,0.23333333333333334,1.6333333333333333
BLACK ORANGE SQUEEZER,206,31,86.52,6.866666666666666,48.06666666666666
BLACK PHOTO ALBUM ,81,13,150.6,2.7,18.900000000000002
BLACK PILLAR CANDLE SILVER FLOCK,612,18,877.8000000000001,20.4,142.79999999999998
BLACK PIRATE TREASURE CHEST,892,166,1254.1799999999998,29.733333333333334,208.13333333333333
BLACK RECORD COVER FRAME,18417,539,63092.12,613.9,4297.3
BLACK RETRO BAR STOOL,22,9,830.9000000000001,0.7333333333333333,5.133333333333333
BLACK RETRODISC LAMPSHADE,977,13,1905.15,32.56666666666667,227.9666666666667
"BLACK RND BULLET""KEEP CLEAN"" BIN",1,1,2.55,0.03333333333333333,0.23333333333333334
BLACK SIL'T SQU CANDLE PLATE ,40,7,84.0,1.3333333333333333,9.333333333333332
BLACK SILOUETTE CANDLE PLATE,513,43,417.33,17.1,119.70000000000002
BLACK SILOUETTE CANDLE PLATE ,120,14,227.4,4.0,28.0
BLACK SILVER FLOWER T-LIGHT HOLDER,11512,19,1124.68,383.73333333333335,2686.133333333333
BLACK SMALL GLASS CAKE STAND,564,55,956.64,18.8,131.6
BLACK SQUARE TABLE CLOCK,207,26,374.29,6.9,48.300000000000004
BLACK STITCHED WALL CLOCK,727,44,804.65,24.233333333333334,169.63333333333333
BLACK SWEETHEART BRACELET,141,45,599.25,4.7,32.9
BLACK TEA TOWEL CLASSIC DESIGN,1110,166,1130.24,37.0,259.0
"BLACK TEA,COFFEE,SUGAR JARS",456,48,811.1999999999999,15.2,106.39999999999999
BLACK VINT ART DEC CRYSTAL BRACELET,8,6,54.0,0.26666666666666666,1.8666666666666667
BLACK VINT ART DEC CRYSTAL NECKLACE,15,9,127.5,0.5,3.5
BLACK VINTAGE  CRYSTAL EARRINGS,17,9,63.75,0.5666666666666667,3.966666666666667
BLACK VINTAGE EARRINGS,20,5,75.0,0.6666666666666666,4.666666666666666
BLACK WINE GLASS,3624,67,2573.7599999999998,120.8,845.6
BLACK+WHITE NECKLACE W TASSEL,35,19,306.25,1.1666666666666667,8.166666666666668
BLACK/BLUE DOTS RUFFLED UMBRELLA,2944,283,12089.2,98.13333333333334,686.9333333333334
BLACK/BLUE POLKADOT UMBRELLA,1622,357,9085.49,54.06666666666667,378.4666666666667
BLACK/WHITE GLASS/SILVER BRACELET,45,17,402.75,1.5,10.5
BLACKCHRISTMAS TREE 30CM,18,6,22.5,0.6,4.2
BLCK NEW BAROQUE CANDLESTICK CANDLE,180,17,279.0,6.0,42.0
BLING KEY RING STAND,19,11,22.5,0.6333333333333333,4.433333333333334
BLOKEY SILVER TOOL SET,31,11,153.45000000000002,1.0333333333333334,7.233333333333334
BLOND DOLL DOORSTOP,328,26,502.08,10.933333333333334,76.53333333333333
BLOSSOM  IMAGES NOTEBOOK SET,704,36,940.0,23.466666666666665,164.26666666666665
BLOSSOM IMAGES GIFT WRAP SET,929,106,846.0000000000001,30.966666666666665,216.76666666666665
BLOSSOM IMAGES SCRAP BOOK SET,408,26,598.8,13.6,95.2
BLUE  DIAMANTE PEN IN GIFT BOX,321,43,675.75,10.7,74.89999999999999
BLUE  SPOTTY  COFFEE MUG,227,25,443.1,7.566666666666666,52.96666666666667
BLUE  SPOTTY CUP,3123,298,2542.23,104.1,728.6999999999999
BLUE  SPOTTY EGG CUP ,922,63,1097.78,30.733333333333334,215.13333333333333
BLUE  SPOTTY PLATE ,2272,179,3609.2799999999997,75.73333333333333,530.1333333333333
BLUE  SPOTTY PUDDING BOWL,2672,24,694.08,89.06666666666666,623.4666666666667
BLUE  TILE HOOK,190,30,480.9,6.333333333333333,44.33333333333333
BLUE  VOILE LAMPSHADE,98,14,269.90000000000003,3.2666666666666666,22.866666666666667
BLUE & WHITE BREAKFAST TRAY,96,37,370.20000000000005,3.2,22.400000000000002
BLUE 3 PIECE MINI DOTS CUTLERY SET,3820,445,13805.16,127.33333333333333,891.3333333333333
BLUE 3 PIECE POLKADOT CUTLERY SET,2188,227,7889.360000000001,72.93333333333334,510.53333333333336
BLUE 5 PATCH FLOWER CUSHION COVER,385,5,755.75,12.833333333333334,89.83333333333334
BLUE BABY BOY'S MEMORY BOX,5,4,34.75,0.16666666666666666,1.1666666666666665
BLUE BAROQUE FLOCK CANDLE HOLDER,3,1,17.85,0.1,0.7000000000000001
BLUE BEADS+HAND PHONE CHARM,2,2,2.5,0.06666666666666667,0.4666666666666667
BLUE BIRDHOUSE DECORATION,855,83,540.21,28.5,199.5
BLUE BLOSSOM HAIR CLIP,101,13,106.05000000000001,3.3666666666666667,23.566666666666666
BLUE BREAKFAST CUP AND SAUCER ,1996,17,338.44,66.53333333333333,465.73333333333335
BLUE BUNNY EASTER EGG BASKET,157,3,230.24999999999997,5.233333333333333,36.63333333333333
BLUE BUTTERFLY ON SPRING,68,7,57.8,2.2666666666666666,15.866666666666667
BLUE CALCULATOR RULER,994,130,1173.76,33.13333333333333,231.93333333333334
BLUE CAT BISCUIT BARREL PINK HEART,84,21,264.0,2.8,19.599999999999998
BLUE CHALET BIRDFEEDER,273,20,763.75,9.1,63.699999999999996
BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1839,124,1336.41,61.3,429.09999999999997
BLUE CHECK BAG W HANDLE 34X20CM,54,10,75.15999999999998,1.8,12.6
BLUE CHENILLE SHAGGY CUSHION COVER ,59,19,74.35,1.9666666666666666,13.766666666666666
BLUE CHERRY BLOSSOM CUP & SAUCER,1122,3,181.5,37.4,261.8
BLUE CIRCLES DESIGN MONKEY DOLL,425,62,594.15,14.166666666666666,99.16666666666666
BLUE CIRCLES DESIGN TEDDY,96,36,244.79999999999998,3.2,22.400000000000002
BLUE CLIMBING HYDRANGA ART FLOWER,339,8,547.6500000000001,11.3,79.10000000000001
BLUE COAT RACK PARIS FASHION,529,149,2429.19,17.633333333333333,123.43333333333334
BLUE COL METAL FOLDING CHAIR,7,4,43.85,0.23333333333333334,1.6333333333333333
BLUE CRUSOE CHECK LAMPSHADE,18,6,7.56,0.6,4.2
BLUE CRYSTAL BOOT PHONE CHARM,91,7,77.35,3.033333333333333,21.233333333333334
BLUE CUSHION COVER WITH FLOWER,254,19,1365.3,8.466666666666667,59.266666666666666
BLUE DAISY MOBILE,181,15,172.51,6.033333333333333,42.233333333333334
BLUE DELPHINIUM ARTIFICIAL FLOWER,355,19,501.9700000000001,11.833333333333334,82.83333333333334
BLUE DINER WALL CLOCK,1373,511,11358.78,45.766666666666666,320.3666666666667
BLUE DISCO HANDBAG,279,15,417.43,9.3,65.10000000000001
BLUE DRAGONFLY HELICOPTER,98,76,779.1,3.2666666666666666,22.866666666666667
BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1848,148,2266.68,61.6,431.2
BLUE DROP EARRINGS W BEAD CLUSTER,2,1,6.7,0.06666666666666667,0.4666666666666667
BLUE EASTER EGG HUNT START POST,77,19,150.15,2.566666666666667,17.96666666666667
BLUE EGG  SPOON,2151,108,440.58,71.7,501.90000000000003
BLUE FAIRY CAKE CHILD'S APRON,991,142,1792.6499999999999,33.03333333333333,231.23333333333332
BLUE FAIRY CAKE CHILDRENS APRON,4,4,7.8,0.13333333333333333,0.9333333333333333
BLUE FELT EASTER EGG BASKET,1305,208,2106.45,43.5,304.5
BLUE FELT HANGING HEART W FLOWER,31,4,26.349999999999998,1.0333333333333334,7.233333333333334
BLUE FELT HANGING HEART WITH FLOWER,6,1,5.1,0.2,1.4000000000000001
BLUE FLOCK CUSHION COVER ,8,3,20.0,0.26666666666666666,1.8666666666666667
BLUE FLOCK GLASS CANDLEHOLDER,1777,28,727.33,59.233333333333334,414.6333333333333
BLUE FLORIBUNDA EGG WARMER,10,5,12.5,0.3333333333333333,2.333333333333333
BLUE FLOWER DES PURSE,54,10,56.16,1.8,12.6
